세부사업 코드,세부사업명,기관,지역,구분,분야(추정),성격,예산현액(억 원),집행액(억 원),온통청년 대응,대응 정책번호,대응 정책명,가장 가까운 후보,후보 유사도
43210002026300D2,양구군 사회연대경제 청년 일경험 시범사업,강원양구군,강원,지방,취업·일경험,대상자 지원,0.15,0.0,있음,,,사회연대경제 청년 일경험 시범 지원,0.9
4311000202630073,사회연대경제 청년 일경험 시범사업,강원화천군,강원,지방,취업·일경험,대상자 지원,0.15,0.0,있음,,,사회연대경제 청년 일경험 시범 지원,1.0
43510002026300D5,사회연대경제 청년 일경험 시범사업,강원양양군,강원,지방,취업·일경험,대상자 지원,0.15,0.0,있음,,,사회연대경제 청년 일경험 시범 지원,1.0
45400002018300F4,지역착근형 청년프로그램 운영,충남논산시,충남,지방,정책기반,기타,0.15,0.0,있음,,,지역정착 청년프로그램 운영,1.0
45000002022301D7,청년구직자 면접비 지원,충남공주시,충남,지방,취업·일경험,대상자 지원,0.15,0.12,있음,20260430005400212981,청년구직자 면접비 지원사업,청년구직자 면접비 지원사업,1.12
558000020243002B,청년 사람유두종바이러스(HPV) 예방접종 지원,충남계룡시,충남,지방,정책기반,대상자 지원,0.15,0.0,있음,20260504005400213088,청년 사람유두종 바이러스 예방접종 지원,청년 사람유두종 바이러스 예방접종 지원,1.12
4610000202430180,2026년청년마을운영지원,충남예산군,충남,지방,참여·권리,대상자 지원,0.15,0.15,있음,,,청년새마을연합회 사업 지원,0.787
4600000202630128,청년마을 운영지원,충남홍성군,충남,지방,참여·권리,대상자 지원,0.15,0.0,있음,,,청년새마을연합회 사업 지원,0.787
4620000202330015,태안군 청년 스타트업,충남태안군,충남,지방,창업·농어업,기타,0.15,0.12,있음,,,태안 청년 창업 지원,0.787
331000020263002D,청년 창업 아이디어 경진대회,부산남구,부산,지방,창업·농어업,기반·운영,0.15,0.01,있음,20260824005400213350,부산 남구 청년 창업 아이디어 경진대회,부산 남구 청년 창업 아이디어 경진대회,1.12
48700002026300E3,사회연대경제 청년 일경험,전남광주구례군,전남,지방,취업·일경험,대상자 지원,0.15,0.01,있음,,,사회연대경제 청년 일경험사업 시범사업(3차),1.037
48900002026300B6,사회연대경제 청년 일경험 시범사업,전남광주보성군,전남,지방,취업·일경험,대상자 지원,0.15,0.01,있음,20260810005400213326,사회연대경제 청년 일경험사업 시범사업(3차),사회연대경제 청년 일경험사업 시범사업(3차),1.12
5860000202630152,사회연대경제 청년 일경험 시범사업(국비),전남광주장흥군,전남,지방,취업·일경험,대상자 지원,0.15,0.0,있음,20260810005400213326,사회연대경제 청년 일경험사업 시범사업(3차),사회연대경제 청년 일경험사업 시범사업(3차),1.12
49900002026300A9,사회연대경제 청년 일경험 시범사업,전남광주완도군,전남,지방,취업·일경험,대상자 지원,0.15,0.01,있음,20260810005400213326,사회연대경제 청년 일경험사업 시범사업(3차),사회연대경제 청년 일경험사업 시범사업(3차),1.12
50000002026300EA,사회연대경제 청년 일경험 시범사업,전남광주진도군,전남,지방,취업·일경험,대상자 지원,0.15,0.0,있음,20260810005400213326,사회연대경제 청년 일경험사업 시범사업(3차),사회연대경제 청년 일경험사업 시범사업(3차),1.12
5010000202630119,사회연대경제청년일경험(보조),전남광주신안군,전남,지방,취업·일경험,대상자 지원,0.15,0.03,있음,,,사회연대경제 청년 일경험사업 시범사업(3차),1.037
49200002024302FE,빈집 빈점포 활용 청년공간 조성사업,전남광주강진군,전남,지방,정책기반,기반·운영,0.15,0.06,찾지 못함,,,빈집.빈점포 임대료 지원사업,0.639
48800002024300A3,청년부부 내 집 마련 대출이자 지원,전남광주고흥군,전남,지방,금융·생활안정,대상자 지원,0.15,0.04,찾지 못함,,,2026년 신혼부부 전세자금 대출이자 지원 안내,0.653
49200002019300CB,청년4-H회 중앙대회 및 교육 참여 지원,전남광주강진군,전남,지방,창업·농어업,기반·운영,0.15,0.05,찾지 못함,,,청년4-H회원 우수과제 창업농 육성 사업,0.534
498000020253014D,청년 자격시험 응시료 지원,전남광주장성군,전남,지방,교육·역량,대상자 지원,0.15,0.07,찾지 못함,,,[7월 마감] 2026년 구직청년 자격증 취득지원 사업(8월 3일 10시 접수 예정),0.62
485000020223022D,전남형 청년공동체 활성화사업,전남광주담양군,전남,지방,참여·권리,기타,0.15,0.14,있음,20250119005400210341,전남형 청년공동체 활성화 사업,전남형 청년공동체 활성화 사업,1.12
4920000202530060,시군 청년센터 활성화 지원사업(자체),전남광주강진군,전남,지방,정책기반,대상자 지원,0.15,0.08,있음,,,전남형 청년공동체 활성화 사업,0.703
300000020223004F,종로 청년생활 아카데미,서울종로구,서울,지방,교육·역량,기타,0.15,0.01,찾지 못함,,,서울 청년수당,0.406
32400002016300A8,청년정책 추진을 위한 거버넌스,서울강동구,서울,지방,참여·권리,기타,0.15,0.11,찾지 못함,,,가족돌봄청년을 위한 사회서비스 지원,0.6
3020000202630072,청년의 날 및 청년 월간 운영(보조),서울용산구,서울,지방,정책기반,기타,0.15,0.0,찾지 못함,,,청년예술청 운영,0.676
3010000202630015,1인가구 고립 청년 마음건강사업,서울중구,서울,지방,문화·건강,기타,0.15,0.07,찾지 못함,,,서울시 고립·은둔청년 지원사업,0.6
3100000202630021,[청년자율예산제] 청년 프리랜서 길잡이,서울노원구,서울,지방,취업·일경험,기타,0.15,0.01,찾지 못함,,,미래 청년 일자리 사업,0.495
3060000202630072,2026 중랑 청년 위크(2026년 서울시 자치구 청년의날 지원사업),서울중랑구,서울,지방,정책기반,대상자 지원,0.15,0.02,찾지 못함,,,서울 청년수당,0.62
6310000202330389,청년농업인 영농 스타트업 지원,울산본청,울산,지방,창업·농어업,대상자 지원,0.15,0.15,있음,20250714005400211207,청년농업인 영농 스타트업 지원,청년농업인 영농 스타트업 지원,1.12
3730000202530091,청년정책협의체 행사 운영,울산울주군,울산,지방,참여·권리,기반·운영,0.15,0.1,찾지 못함,,,울산광역시 청년정책조정위원회 운영,0.665
5330000201930161,청년정책 네트워크 운영,경남통영시,경남,지방,참여·권리,기반·운영,0.15,0.09,있음,20250908005400211675,청년정책네트워크 운영,청년정책네트워크 운영,1.12
54000002024300DF,청년 문화예술패스,경남함안군,경남,지방,문화·건강,대상자 지원,0.15,0.15,있음,,,청년 문화예술인 활동 지원,0.826
6480000202430106,청년어업인 커뮤니티 활성화 지원,경남본청,경남,지방,창업·농어업,대상자 지원,0.15,0.15,있음,20250917005400211716,청년어업인 커뮤니티 활성화 지원,청년어업인 커뮤니티 활성화 지원,1.12
53100002026301F1,2026년 경남형 청년마을 조성사업,경남진주시,경남,지방,참여·권리,기반·운영,0.15,0.0,찾지 못함,,,청년 소규모 스마트팜 조성,0.676
53400002026300E8,청년 일경험 지원사업(자체),경남사천시,경남,지방,취업·일경험,대상자 지원,0.15,0.0,있음,20250917005400211751,청년 일경험 지원,청년 일경험 지원,1.12
536000020253006D,청년 문화예술인 활동지원,경남밀양시,경남,지방,문화·건강,대상자 지원,0.15,0.0,있음,20250908005400211672,청년 문화예술인 활동 지원,청년 문화예술인 활동 지원,1.12
533000020233013E,통영 청년수호 일자리사업,경남통영시,경남,지방,취업·일경험,기타,0.15,0.1,있음,,,청년일자리 도전 지원사업,0.834
54100002025300BC,청년주택 임차보증금 이자 지원사업,경남창녕군,경남,지방,주거,대상자 지원,0.15,0.0,있음,20250917005400211732,청년 주택 임차보증금 이자 지원,청년 주택 임차보증금 이자 지원,1.12
5400000202530096,청년주택 임차보증금 이자지원,경남함안군,경남,지방,주거,대상자 지원,0.15,0.0,있음,20250917005400211732,청년 주택 임차보증금 이자 지원,청년 주택 임차보증금 이자 지원,1.12
5430000200630808,보호종료아동 자립정착금,경남남해군,경남,지방,금융·생활안정,대상자 지원,0.15,0.0,찾지 못함,,,자립준비청년 자립정착금 지원,0.575
5430000202530086,청년주택 임차보증금 이자지원사업,경남남해군,경남,지방,주거,대상자 지원,0.15,0.04,있음,20251203005400211948,남해군 청년주택 임차보증금 이자지원사업,남해군 청년주택 임차보증금 이자지원사업,1.12
542000020243018D,청년어업인 커뮤니티 활성화 지원사업,경남고성군,경남,지방,창업·농어업,대상자 지원,0.15,0.15,있음,20250917005400211716,청년어업인 커뮤니티 활성화 지원,청년어업인 커뮤니티 활성화 지원,1.12
542000020253001D,고성 청년 체력 up 활력 up 지원사업,경남고성군,경남,지방,정책기반,대상자 지원,0.15,0.02,찾지 못함,,,청년일자리 도전 지원사업,0.6
544000020253013B,청년주택 임차보증금 이자 지원사업,경남하동군,경남,지방,주거,대상자 지원,0.15,0.0,있음,20250917005400211732,청년 주택 임차보증금 이자 지원,청년 주택 임차보증금 이자 지원,1.12
5450000202530073,산청군 청년연합회 한마음 체육대회 지원,경남산청군,경남,지방,문화·건강,기반·운영,0.15,0.15,찾지 못함,,,청년4-H회 과제교육 지원,0.6
3780000202430069,성남이 청년과 함께 앙상블,경기성남시,경기,지방,정책기반,기타,0.15,0.15,찾지 못함,,,군복무 경기청년 상해보험 가입지원,0.393
394000020243004A,보호종료아동 자립정착금,경기고양시,경기,지방,금융·생활안정,대상자 지원,0.15,0.0,찾지 못함,,,청년 노동자 통장 운영,0.342
3830000202630103,경계선지능청년 지원,경기안양시,경기,지방,정책기반,대상자 지원,0.15,0.0,있음,,,경계선지능청년지원,1.0
39100002026301C4,청년 모임활동비 지원(주민참여),경기평택시,경기,지방,참여·권리,대상자 지원,0.15,0.15,찾지 못함,,,2026 평택시 청년 독서모임 및 프로그램 운영,0.691
3820000202630047,청년 AI구독서비스 바우처 지원(주민참여예산),경기의정부시,경기,지방,금융·생활안정,대상자 지원,0.15,0.15,찾지 못함,,,청년층 정신건강 서비스 강화,0.575
4080000201830145,지역정착형 청년일자리 사업,경기안성시,경기,지방,취업·일경험,기타,0.15,0.15,찾지 못함,,,경기청년 일자리 매치업 플러스,0.642
4080000202530033,청년 축산리더 ALL 300 육성 프로그램,경기안성시,경기,지방,정책기반,기타,0.15,0.05,찾지 못함,,,경기청년 사다리 프로그램,0.639
417000020253009D,자립준비청년 자립정착금 지원(보조),경기양평군,경기,지방,금융·생활안정,대상자 지원,0.15,0.0,있음,,,자립준비청년 자립지원 사업,0.9
41400002022300FC,지역주도형 청년일자리사업(지역정착형)(균특),경기연천군,경기,지방,취업·일경험,기타,0.15,0.12,찾지 못함,,,경기청년 일자리 매치업 플러스,0.642
40700002024302A7,청년어촌정착지원,경기이천시,경기,지방,창업·농어업,대상자 지원,0.15,0.08,있음,,,청년어업인 정착지원 사업,0.769
3930000202630081,근로능력있는수급자의탈수급지원(청년내일저축계좌),경기안산시,경기,지방,금융·생활안정,대상자 지원,0.15,0.15,찾지 못함,,,,
40700002021302C3,청년활동 네트워크 운영,경기이천시,경기,지방,참여·권리,기반·운영,0.15,0.09,찾지 못함,,,청년 노동자 통장 운영,0.646
3650000202430038,자립준비청년 지원사업,대전중구,대전,지방,금융·생활안정,대상자 지원,0.15,0.06,있음,,,청년도전지원사업,0.92
51200002024300BB,[도비]청년 문화예술패스,경북문경시,경북,지방,문화·건강,대상자 지원,0.15,0.15,찾지 못함,,,청년스타트업 지원,0.549
5070000202430130,[도]전통공예 청년승계자 특별지원사업,경북안동시,경북,지방,정책기반,대상자 지원,0.15,0.09,찾지 못함,,,2025년 청년도전 지원사업,0.642
5060000202030070,초보청년농부멘토링지원(보조),경북김천시,경북,지방,창업·농어업,대상자 지원,0.15,0.09,찾지 못함,,,청년 신혼부부 월세 지원사업,0.555
5090000201730161,(도)청년예비농업인 멘토링지원,경북영주시,경북,지방,창업·농어업,대상자 지원,0.15,0.09,찾지 못함,,,경북청년 예비창업가 육성사업,0.646
5070000202630123,[도]초보 청년농부 멘토링 지원,경북안동시,경북,지방,창업·농어업,대상자 지원,0.15,0.12,찾지 못함,,,청년 신혼부부 월세 지원사업,0.555
